REFERENCE,BARCODE,NAME,BUY PRICE,SELL PRICE,SHORT NAME
CAFE01,CAFE01,AMERICANO,27,30,AMERICANO
CAFE02,CAFE02,CAPPUCHINO,27,30,CAPPUCHINO
CAFE03,CAFE03,CAFE LATTE,27,30,LATTE
CAFE04,CAFE04,ESPRESSO,27,30,ESPRESSO
CAFE05,CAFE05,IRLANDES,27,30,IRLANDES
